American Names Association,764_US.naf
American Olympic,160_ATHLETICS.naf
American Olympic,966testa_ATHLETICS.naf
Americans,1091testa_TENNIS.naf
American-style,204_Goldman.naf
American-style,611_Swiss.naf
America Online Inc,899_PRESS.naf
Americast,209_Zenith.naf
Ameritech Corp.,209_Zenith.naf
Amina Muhammad,478_Israeli.naf
Amman-bound,984testa_Iraqi.naf
Ammar Awad,1165testb_SOCCER.naf
Ammar Rihawiy,1165testb_SOCCER.naf
Amoco Corp,739_Amoco.naf
Amoco-Yemen,739_Amoco.naf
Amra Kevic,994testa_Belgrade.naf
Amrollah,599_Afghan.naf
Amsterdam,266_SOCCER.naf
Amsterdam Newsroom,219_Analysts.naf
Amsterdam Newsroom,496_Dutch.naf
Amsterdam-Rotterdam,488_NWE.naf
Amsterdam-Rotterdam-Antwerp,907_Amsterdam-Rotterdam-Antwerp.naf
A. Mullally,1056testa_CRICKET.naf
A. Mullally,137_CRICKET.naf
A. Mullally,38_CRICKET.naf
A. Mullally,413_CRICKET.naf
A. Mullally,806_CRICKET.naf
AN,1290testb_Mussolini.naf
An,302_Belgium.naf
An,563_Slovak.naf
Anatoly Gorokhovsky,953testa_SOCCER.naf
Anatoly Shkirko,378_Russian.naf
Ancell,1012testa_Boatmen.naf
Andean,189_Ecuador.naf
Anders Haglund,638_GOLF.naf
Anders Olofsson,316_MOTOR.naf
Anders Thoren,528_SQUASH.naf
Andi Kanstinger,315_MOTOCROSS.naf
Andre,426_SOCCER.naf
Andrea Castellani,1164testb_RUGBY.naf
Andrea Muller,637_ATHLETICS.naf
Andrea Sgorlon,1164testb_RUGBY.naf
Andre Bois,827_SOCCER.naf
Andre Caboche,418_SOCCER.naf
Andre Cloete,521_RUGBY.naf
Andrei Ivanov,1166testb_FREESTYLE.naf
Andrei Tiwontschik,967testa_ATHLETICS.naf
Andrejez Wozniak,353_SOCCER.naf
Andre Venter,1073testa_RUGBY.naf
Andrew,1173testb_RUGBY.naf
Andrew Blades,1173testb_RUGBY.naf
Andrew Gray,102_Defiant.naf
Andrew Huddart,919_INTERVIEW-T&N.naf
Andrew Park,1174testb_GOLF.naf
Andrew Park,1376testb_GOLF.naf
Andrew Pitts,1174testb_GOLF.naf
Andrew Pitts,1376testb_GOLF.naf
Andrews,866_Police.naf
Andy Ballace,316_MOTOR.naf
Andy Capicik,1357testb_FREESTYLE.naf
Andy Colquhoun,1073testa_RUGBY.naf
Angel Aguirre,853_Tension.naf
Angelo Medeghini,403_RALLYING.naf
Aninat,1263testb_Chile.naf
Anis Ahmed,396_Students.naf
Anjalonkoski,44_SOCCER.naf
Anja Smolders,161_ATHLETICS.naf
Anka Baier,1360testb_SPEED.naf
Anke Baler,1360testb_SPEED.naf
An Marchal,302_Belgium.naf
An Marchal,563_Slovak.naf
An Marchal,714_Dutroux.naf
Annabel Ellwood,530_TENNIS.naf
Annabel Ellwood,817_TENNIS.naf
Anna Knoroz,637_ATHLETICS.naf
Ann Battellle,1166testb_FREESTYLE.naf
Anneke Matthijs,161_ATHLETICS.naf
Anne Marken,317_ATHLETICS.naf
Anne Miller,529_TENNIS.naf
Anne Miller,530_TENNIS.naf
Anne Miller,666_TENNIS.naf
Anne Miller,72_Tennis.naf
Anne Murray,391_Corporate.naf
Anne of a Thousand Days,1117testa_Reuters.naf
Anne Thily,392_Belgian.naf
Annette Peters,161_ATHLETICS.naf
Ann Mercken,161_ATHLETICS.naf
Ann Stephens,211_Huge.naf
Anthony Hill,1088testa_SQUASH.naf
Anthony Hill,1089testa_SQUASH.naf
Anthony Hill,528_SQUASH.naf
Anthony Hill,814_SQUASH.naf
Anthony Hill,955testa_SQUASH.naf
Anthony Nyakyi,76_Nigerian.naf
Anti-Bhutto,745_Anti-Bhutto.naf
anti-Rangoon,382_Two.naf
anti-Semitic,102_Defiant.naf
Antoine,943_SOCCER.naf
Antoine Lebouc,1052testa_GOLF.naf
Antoine Lebouc,801_GOLF.naf
Antoine Lebouc,945_GOLF.naf
Anton Drobnjak,677_SOCCER.naf
Anton Ferreira,375_South.naf
Antonio Kandir,851_Brazil.naf
Anton Schutte,569_Dutch.naf
Anza,380_Ten.naf
AOL Europe,609_AOL.naf
AOL Germany,609_AOL.naf
APA,635_Passengers.naf
Apache et al Saunders 14-28,692_Arch.naf
A. Parore,1168testb_CRICKET.naf
A. Penberthy,135_CRICKET.naf
Apertura,427_SOCCER.naf
Apex Tannery,112_Dhaka.naf
Apic Yamada,1042testa_Apic.naf
Apic Yamada Corp,1042testa_Apic.naf
Aples Tecuari,1380testb_SOCCER.naf
AP Moller,175_Clean.naf
APS,1317testb_Moslem.naf
Arab,1017testa_Bonn.naf
Arab,1026testa_Syria.naf
ARAB,1185testb_SOCCER.naf
Arab,754_Arafat.naf
Arab,758_Israel.naf
Arab East Jerusalem,1028testa_Israel.naf
Arab East Jerusalem,1045testa_Arafat.naf
Arab East Jerusalem,632_Palestinians.naf
Arab East Jerusalem,754_Arafat.naf
Arab East Jerusalem,896_Palestinians.naf
Arabian Light,1300testb_OPEC.naf
Arabised north,554_Sudanese.naf
Arab-Israeli,1017testa_Bonn.naf
Arabs,1026testa_Syria.naf
Arabs,1028testa_Israel.naf
A. Ranatunga,973testa_CRICKET.naf
Arce,724_Costa.naf
Arch,692_Arch.naf
Archaeological Society,768_France.naf
Archives,903_FEATURE.naf
Arch Petroleum Inc,692_Arch.naf
Area Electricity Boards,876_PRESS.naf
Arequipa,606_Barrick.naf
Arequipa Resources Ltd,606_Barrick.naf
Argentine Apertura,427_SOCCER.naf
Ariel Cruz,954testa_BOXING.naf
Ariz,1284testb_Action.naf
Arjan Bellai,1377testb_SOCCER.naf
Ark,215_State.naf
Ark,759_FSA.naf
Armando,1205testb_SOCCER.naf
ARMANDO,1205testb_SOCCER.naf
Armando Alvarez,1047testa_SOCCER.naf
Armando Alvarez,1205testb_SOCCER.naf
Armir Grima,1377testb_SOCCER.naf
Arnold,367_SOCCER.naf
Aronkasei,506_RESEARCH.naf
Aronkasei Co Ltd,506_RESEARCH.naf
Arthur Yates,728_RTRS.naf
Arthur Yates and Co,728_RTRS.naf
Artisans for Peace,1157testa_Italy.naf
Artyom Danielyan,843_Gazprom.naf
Arulanandam,748_India.naf
Arwel Jones,44_SOCCER.naf
Aryeh Shumer,387_Netanyahu.naf
A.S. Bacau,341_SOCCER.naf
A. Shah,445_CRICKET.naf
Ashish Kapoor,688_CRICKET.naf
Ashley Mocude,418_SOCCER.naf
Asian Star TV,116_RTRS.naf
Asia Rubber Markets meeting,1269testb_Indian.naf
Asif Ali,745_Anti-Bhutto.naf
Aslan Shabazov,186_Russians.naf
A. Smith,948testa_CRICKET.naf
Assembly,497_Tapie.naf
asset-St . Louis,1012testa_Boatmen.naf
Association of Lloyd 's,764_US.naf
A. Stewart,1056testa_CRICKET.naf
A. Stewart,137_CRICKET.naf
A. Stewart,329_CRICKET.naf
A. Stewart,38_CRICKET.naf
A. Stewart,413_CRICKET.naf
A. Stewart,806_CRICKET.naf
Astrit Hafizi,1377testb_SOCCER.naf
ASUU,713_Nigeria.naf
A. Symonds,135_CRICKET.naf
A. Symonds,37_CRICKET.naf
Athens Newsroom,164_SOCCER.naf
Athens Newsroom,24_Greek.naf
Athens Newsroom,6_GREEK.naf
Athens Newsroom,751_MILTIADIS.naf
Athens Newsroom,773_PRESS.naf
Athens Newsroom,830_U.S..naf
Athens Newsroom,831_ND.naf
Athetlics,1059testa_BASEBALL.naf
Atlalanta,1208testb_SOCCER.naf
Atlanta-based,885_Housecall.naf
Atlantic,107_Clinton.naf
Atlantic,795_NATO.naf
Atlantic Ocean,297_Hurricane.naf
Atlantic Ocean,78_South.naf
Atlantic Ocean,902_Beachcomber.naf
Atlas Bangladesh,1162testa_Dhaka.naf
ATLETICO,442_SOCCER.naf
Atletico,669_SOCCER.naf
ATP Tour,140_TENNIS.naf
Atria,501_ATRIA.naf
ATRIA,501_ATRIA.naf
Atria Oy,501_ATRIA.naf
Augusta,1235testb_Dirty.naf
Augusto Lendoiro,1047testa_SOCCER.naf
Aussies,140_TENNIS.naf
Australia Day,140_TENNIS.naf
Australian,1088testa_SQUASH.naf
Australian,177_RTRS.naf
Australian All-Ordinaries,125_Key.naf
AUSTRALIAN RULES-AFL,344_AUSTRALIAN.naf
Australia Senate,225_RTRS.naf
Australia-West Indies,1228testb_RTRS.naf
Austria I,1355testb_BOBSLEIGH-WORLD.naf
Austria III,1355testb_BOBSLEIGH-WORLD.naf
Authority,632_Palestinians.naf
Avellino,675_SOCCER.naf
AVIA,548_DIRECT.naf
Avonex,693_U.S..naf
Avraham Tamir,388_PRESS.naf
Awdankiewicz,11_Polish.naf
A. Wells,135_CRICKET.naf
A. Wells,37_CRICKET.naf
A Woman,1131testa_Cuban.naf
A World of Things,1131testa_Cuban.naf
AXE,1038testa_Ericsson.naf
Azad ( free ) Kashmir,394_19.naf
Azad ( free ) Kashmir,397_16.naf
BA,1223testb_Britain.naf
Baby Bells,899_PRESS.naf
Bachar Srour,1165testb_SOCCER.naf
Badi-Tondon,77_Guinea.naf
Baeron,152_SOCCER.naf
Baghdad,797_Iraq.naf
"Bailard , Biehl and Kaiser",938_Wall.naf
Bajaia,1235testb_Dirty.naf
Bakhit Saad,1382testb_SOCCER.naf
Balakow,273_SOCCER.naf
Bala Naidoo,1212testb_GUNMEN.naf
BALANCE-Water Dist 1,735_BALANCE-Water.naf
BALKAN,1390testb_SOCCER.naf
Balkan,456_SVCD.naf
Baltic,721_Estonia.naf
Bamerindus,572_Brazil.naf
BAN,648_HORSE.naf
Banat,287_Sudan.naf
Banc One Capital Corporation S.B.K- Brooks Investment Corp,493_BALANCE.naf
Banc One Corp.,1012testa_Boatmen.naf
Banespa,572_Brazil.naf
BANGKOK Thailand,120_Thais.naf
Banglabazar Patrika,603_Bangladesh.naf
Bangladesh Lamps,1162testa_Dhaka.naf
Banharn,503_Thai.naf
Banharn,857_Thai.naf
Bank Duta,124_INDONESIAN.naf
Bank Rozwoju Exportu SA,1129testa_Polish.naf
Barbara Merlin,1345testb_ALPINE.naf
Barbara Merlin,1349testb_ALPINE.naf
Barbara Merlin,1350testb_ALPINE.naf
Baret,681_SOCCER.naf
Barnagar,602_Indian.naf
Barnett Banks Inc.,1009testa_Brisk.naf
Barrick Gold Corp,1238testb_Wall.naf
Barrick Gold Corp,1339testb_Bre-X.naf
Barrick Gold Corp,606_Barrick.naf
Barrington Research Associates Inc,172_RESEARCH.naf
Bartlomiej Jamroz,340_SOCCER.naf
Barton,554_Sudanese.naf
Baruch Meyers,1248testb_Skinheads.naf
BARUM HOLDING,548_DIRECT.naf
Basie Smit,690_S.AFRICAN.naf
Basle,360_SOCCER.naf
Batchelor,554_Sudanese.naf
BATKIVSHCHYNA COLLECTIVE FARM,398_FEATURE.naf
Batterby,166_CRICKET.naf
Battersby,166_CRICKET.naf
Battle Mountain,227_RTRS.naf
Battle Mountain Gold,227_RTRS.naf
Baxter International Inc,899_PRESS.naf
Baya,1245testb_Ex-minister.naf
Bay Co Bldg Auth,1029testa_PRESALE.naf
Bay Co Building Authority,1029testa_PRESALE.naf
BayerVB,7_BayerVB.naf
BBC radio,1_EU.naf
BBC radio,799_EU.naf
BC,384_Egypt.naf
BCH,934_PRESS.naf
Bear Stearns & Co Inc,1025testa_IPO.naf
Beaver,224_Sea.naf
Becanovic,269_SOCCER.naf
Becej,1077testa_SOCCER.naf
Becej,259_SOCCER.naf
Becerril,1102testa_SOCCER.naf
Becky Sundstrom,1360testb_SPEED.naf
Bedibunder,602_Indian.naf
Bedi Bunder,602_Indian.naf
Bedie,707_Ivorian.naf
Bedouin Palestinian,478_Israeli.naf
Bedouin Palestinians,478_Israeli.naf
Beijing-backed,930_HK.naf
Beijing-funded,791_PRESS.naf
Beirut Secondary Market,208_SOLIDERE.naf
Bekescsaba,423_SOCCER.naf
Belgrade Newsroom,454_Yugo.naf
Belim,316_MOTOR.naf
Belinda Goldsmith,559_Estonian.naf
Bell St Station,468_RTRS.naf
Belometti,315_MOTOCROSS.naf
Benchaou,1314testb_Third.naf
Benedict Birnberg,205_Legal.naf
Ben Ellwood,530_TENNIS.naf
Benfica,1201testb_SOCCER.naf
Ben Gurion,383_U.S..naf
Benjamin,1178testb_CRICKET.naf
Benjamin Menendez,574_Former.naf
Bentsen-era,938_Wall.naf
Bergamo-based,971testa_SOCCER.naf
Berkshire Wood Elves,514_FEATURE.naf
Berlin Grand Prix,967testa_ATHLETICS.naf
BERLIN GRAND PRIX,967testa_ATHLETICS.naf
Bernard Halford,522_SOCCER.naf
Bernard Hickey,116_RTRS.naf
Bernard Ingram,1116testa_Paper.naf
Bernardo Arce,724_Costa.naf
Bernard Weinstein,392_Belgian.naf
Bernd Mauruschat,102_Defiant.naf
Bernd Schiphorst,609_AOL.naf
Bernd Schmidbauer,185_Germany.naf
Bernd Zobel,1361testb_ALPINE.naf
Berne Convention,1312testb_Cyberspace.naf
Bernini,568_Brazil.naf
Berri,19_PRESS.naf
Berry,32_HORSE.naf
Bertillon 166,1131testa_Cuban.naf
Bert Lauwers,1104testa_SOCCER.naf
Bertram,102_Defiant.naf
Beryll Remblance,1112testa_HORSE.naf
Bestop Inc,881_Vicorp.naf
Best Products Co,66_Best.naf
Betar,178_Soccer.naf
Betcher,1328testb_Australian.naf
B. Hogg,445_CRICKET.naf
Bibiana Perez,1345testb_ALPINE.naf
Bibiana Perez,1349testb_ALPINE.naf
Bibiana Perez,1350testb_ALPINE.naf
Bill Berkrot,434_TENNIS.naf
Bill Berkrot,666_TENNIS.naf
Bill Berkrot,72_Tennis.naf
Bill Brett,1268testb_Union.naf
Billy Swift,532_BASEBALL.naf
BILO,1343testb_Ahold.naf
Biogen Inc,693_U.S..naf
"BioVest Research , Inc",693_U.S..naf
Birmingham Public Park,584_Birmingham.naf
Birmingham Public Park & Rec,584_Birmingham.naf
Birnberg,205_Legal.naf
Bitar,1163testb_SOCCER.naf
Bitar,1165testb_SOCCER.naf
B. Julian,251_CRICKET.naf
B. Julian,809_CRICKET.naf
Black,195_One.naf
Black,602_Indian.naf
Blair Larsen,653_RUGBY.naf
Blake Bath,22_RESEARCH.naf
Blanc,1354testb_SKIING-CHINESE.naf
B. Lara,1178testb_CRICKET.naf
Blitz,1117testa_Reuters.naf
BLOM Stock Index,208_SOLIDERE.naf
Bloomsbury Minerals Economics,232_China.naf
BME,232_China.naf
BNR,1002testa_Romania.naf
Board,522_SOCCER.naf
Boatmen 's,1012testa_Boatmen.naf
Boatmen 's Bancshares Inc.,1012testa_Boatmen.naf
Bob Janis,483_U.S..naf
Bob Moore,315_MOTOCROSS.naf
BOBSLEIGH-SHIMER,1353testb_BOBSLEIGH-SHIMER.naf
BOBSLEIGH-WORLD CUP,1355testb_BOBSLEIGH-WORLD.naf
"Bodman , Longely & Dahling",1029testa_PRESALE.naf
Bodo / Glimt,357_SOCCER.naf
Boeta Wessels,521_RUGBY.naf
Bogdan Prusek,340_SOCCER.naf
Bold / Ogilvy and Mather,831_ND.naf
"BOLD / OGILVY , MATHER",831_ND.naf
Bolesy,1097testa_BASEBALL.naf
BOLSWESSANEN,742_OPTIONS.naf
Bombay Commodities,1021testa_Indian.naf
Bombay Commodities,749_Indian.naf
Bonn,108_Bonn.naf
Bonn,29_German.naf
Bonnet,654_HOCKEY.naf
BONNET,654_HOCKEY.naf
Bonny Light,1300testb_OPEC.naf
Book of Mass,127_Oldest.naf
Boo-nee-OL,772_Spanish.naf
Boraine,375_South.naf
Boris Nikolayevich,991testa_Yeltsin.naf
Borkus,398_FEATURE.naf
Bormirow,1199testb_SOCCER.naf
Born,788_Shanghai.naf
Borsuk,398_FEATURE.naf
Bose,748_India.naf
Bosia-Hercegovina,451_OSCE.naf
Bosnia-Hercegovina,720_Exiled.naf
Bosnian Association for Refugees and Displaced Persons,87_PRESS.naf
Bosnian Croat,720_Exiled.naf
Bosnian-Croat Federation,720_Exiled.naf
Bosnian Moslems,720_Exiled.naf
Bosnians,579_Bosnian.naf
Bosnians,720_Exiled.naf
Bosnian Serb,1127testa_NATO.naf
Bosnian Serb,840_NATO.naf
Bosnian Serbs,555_OSCE.naf
Bosnian Serbs,842_Kornblum.naf
Bosnian Serbs,997testa_Polish.naf
Botta,909_Italy.naf
Bou Haroun,1155testa_Algeria.naf
Bou Haroun,303_Death.naf
Bourlet,302_Belgium.naf
Bourlet,392_Belgian.naf
Boutoille,269_SOCCER.naf
