Energy Education Science and Technology Part A: Energy Science and Research,1308-772X,-,http://www.silascience.com/journals.aspx?id=2,0,Tekn - Tverrfaglighet
Energy Technology & Policy,-,2331-7000,http://www.tandfonline.com/toc/uetp20/current,0,Tekn - Energi
Environmental Geotechnics,-,2051-803X,http://www.icevirtuallibrary.com/content/serial/envgeo,1,Tekn - Generell
European Journal of Environmental and Civil Engineering,1964-8189,2116-7214,http://www.tandfonline.com/toc/tece20/current,1,Tekn - MiljÌüteknologi og industriell Ìükologi
European Journal of Pragmatism and American Philosophy,-,2036-4091,http://lnx.journalofpragmatism.eu/,1,Filosofi og idÌ©historie
European review of international studies,2196-6923,2196-7415,http://www.erisjournal.eu/index-European_Review_of_International_Studies.html,1,Statsvitenskap
Exploration Geophysics,0812-3985,1834-7533,http://www.publish.csiro.au/?nid=224,1,Geofag
Fasciculi Mathematici,0044-4413,-,http://www.math.put.poznan.pl/fasciculi_m.htm,1,Matematikk
Fenno-Ugrica Suecana - Nova Series,-,2001-6204,http://www.bafity.su.se/publikationer/skriftserier/fus/fenno-ugrica-suecana-nova-series-reestablished,0,Slavisk-baltisk
Flora Mediterranea,1120-4052,2240-4538,http://www.herbmedit.org/publications.htm,1,Biologi
Forlaget Krippendorf,[forlag],[forlag],http://www.krippendorf.no,0,Blandet fag/disiplin
Forskning om undervisning och lÌ_rande,2000-9674,2001-6131,http://forskul.se,1,Pedagogikk og utdanning
Frontiers in Robotics and AI,-,2296-9144,http://www.frontiersin.org/Robotics_and_AI/about,1,Tekn - Generell
Gate to Computer Science and Research,2241-9055,2241-9063,http://sciencegatepub.com/books/gcsr/,0,Informatikk
Geometry and Computing,1866-6795,1866-6809,http://www.springer.com/series/7580,1,Matematikk
Ghana Journal of Linguistics,2026-6596,-,http://www.laghana.org/index.php/journal,0,Lingvistikk
GIS. Science : die Zeitschrift fÌ_r Geoinformatik,1869-9391,-,http://www.wichmann-verlag.de/gis-fachzeitschriften/gis-familie.html,1,Geofag
Gland surgery,2227-684X,2227-8575,http://www.glandsurgery.org/,1,Med - Kirurgiske fag
Global Journal of Human-Social Science Research,0975-587X,-,http://socialscienceresearch.org/index.php/GJHSS,0,Tverrfaglig humanistisk forskning
Guangzi xuebao,1004-4213,-,http://www.oriprobe.com/journals/gzxb.html,1,Fysikk
Handbook of Income Distribution,1574-0056,1875-5712,http://www.elsevier.com/books/book-series/handbook-of-income-distribution,1,Ì÷konomisk-administrative fag
Handbook of Zoology Online,-,2193-2824,http://www.degruyter.com/view/db/zoology,1,Biologi
Health Psychology Open,-,2055-1029,http://www.sagepub.com/journals/Journal202297/title,0,Psykologi
Health Psychology Report,2353-4184,2353-5571,http://www.termedia.pl/Journal/Health_Psychology_Report-74,1,Psykologi
Health Science Journal,-,1791-809X,http://hsj.gr/,1,Helse- og sosialfag
Historia (Three Rivers),0018-229X,2309-8392,http://www.scielo.org.za/scielo.php?script=sci_serial&pid=0018-229X&lng=en&nrm=iso,1,Historie
H?sei ronsh?,0439-5905,-,http://ci.nii.ac.jp/vol_issue/nels/AN00180624_en.html,0,Tverrfaglig samfunnsforskning
Human Kinetics,[forlag],[forlag],http://www.humankinetics.com/,0,Blandet fag/disiplin
ICO - Iconographisk Post. Nordisk tidskrift fÌ¦r bildtolkning,0106-1348,2323-5586,https://ojs.abo.fi/index.php/ico/index,1,Kunsthistorie
i-com Zeitschrift fÌ_r interaktive und kooperative Medien,1618-162X,2196-6826,http://www.degruyter.com/view/j/icom,1,Tekn - Datateknikk og datavitenskap
IDCases,-,2214-2509,http://www.idcasereports.com/,1,Med - Infeksjoner
IEEE Internet of Things Journal,2327-4662,-,https://www.ieee.org/membership-catalog/productdetail/showProductDetailPage.html?product=PER288-ELE,1,Tekn - Datateknikk og datavitenskap
IET Networks,2047-4954,2047-4962,http://digital-library.theiet.org/content/journals/iet-net,0,Informatikk
Il Capitale Culturale. Studies on the Value of Cultural Heritage,-,2039-2362,http://riviste.unimc.it/index.php/cap-cult,1,Tverrfaglig humanistisk forskning
Il verri,0506-7715,-,http://www.ilverri.it/,0,Tverrfaglig humanistisk forskning
"Immunity,Inflammation and Disease",-,2050-4527,http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)2050-4527,1,Med - Infeksjoner
Inclusion,-,2326-6988,http://aaiddjournals.org/loi/incl,1,Pedagogikk og utdanning
Indian Journal of Public Health,0019-557X,2229-7693,http://www.ijph.in/,1,Med - Samfunnsmedisin
Infektoloski Glasnik,1331-2820,1848-7769,http://hrcak.srce.hr/index.php?show=clanak&id_clanak_jezik=197029&lang=en,1,Med - Infeksjoner
IngÌ´ng,1401-8616,-,http://www.johannelund.nu/ingang/,0,Teologi og religionsvitenskap
Injury Epidemiology,-,2197-1714,http://www.injepijournal.com/,1,Med - Samfunnsmedisin
Intensive Care Medicine Experimental,-,2197-425X,http://www.icm-experimental.com/,1,Med - Generelle tidsskr
International Aquatic Research,2008-4935,2008-6970,http://www.intaquares.com/,1,Biologi
International Communication of Chinese Culture,2197-4233,2197-4241,http://www.springer.com/social+sciences/journal/40636,0,Asiatiske og afrikanske studier
"International Conference on Communication Theory, Reliability, and Quality of Service",-,2308-4022,http://www.thinkmind.org/index.php?view=event&event=CTRQ,1,Tekn - Nett og nettverksfunksjonalitet
International Environmental Modelling and Software Society,[forlag],[forlag],http://www.iemss.org/society/,1,Blandet fag/disiplin
International Journal of Academic Research in Education and Review,-,2360-7866,http://www.academicresearchjournals.org/IJARER/Index.htm,0,Pedagogikk og utdanning
International Journal of Aquaculture,-,1927-5773,http://biopublisher.ca/index.php/ija/index,0,Biologi
International Journal of Big Data Intelligence,2053-1389,2053-1397,http://www.inderscience.com/ijbdi,1,Tekn - Generell
International Journal of Business and Social Science,2219-1933,2219-6021,http://www.ijbssnet.com/,0,SamfunnsÌükonomi
International Journal of Computer Science in Sport,-,1684-4769,http://www.iacss.org/index.php?id=30,1,Idrettsforskning
International Journal of Diachronic Linguistics and Linguistic Reconstruction,1614-5291,-,http://www.peniope.de/ijdl.htm,1,Lingvistikk
International Journal of Energy Production and Management,2056-3272,2056-3280,http://www.witpress.com/journals/eq,0,Tekn - Energi
International Journal of Engineering Research and Applications,-,2248-9622,http://www.ijera.com/index.html,0,Tekn - Generell
International Journal of Health Policy and Management,-,2322-5939,http://ijhpm.com/,1,Helse- og sosialfag
International Journal of Information and Decision Sciences,1756-7017,1756-7025,http://www.inderscience.com/jhome.php?jcode=ijids,1,Tekn - Tverrfaglighet
International Journal of Information Systems and Computer Sciences,-,2319-7595,http://warse.org/ijiscs.htm,0,Tekn - Datateknikk og datavitenskap
International Journal of Mathematics Trends and Technology,-,2231-5373,http://www.ijmttjournal.org/,0,Matematikk
International Journal of Network Science,2048-2175,2048-2183,http://www.inderscience.com/jhome.php?jcode=ijns,0,Tekn - Datateknikk og datavitenskap
International Journal of Pharmaceutical and Healthcare Marketing,1750-6123,1750-6131,http://www.emeraldinsight.com/,1,"Farmasi, farmakologi og toksikologi"
International Journal of Prognostics and Health Management,-,2153-2648,http://www.phmsociety.org/journal,1,Tekn - Generell
International Journal of Research In Social Sciences (IJRSS),-,2307-227X,http://www.ijsk.org/ijrss.html,0,Tverrfaglig samfunnsforskning
International Journal of Safety and Security Engineering,2041-9031,2041-904X,http://www.witpress.com/journals/sse,1,Tekn - Bygg og konstruksjonsteknikk
International Journal of Security and Networks (IJSN),1747-8405,1747-8413,http://www.inderscience.com/browse/index.php?journalCODE=ijsn,1,Tekn - Nett og nettverksfunksjonalitet
International Journal of Social and Educational Innovation,-,2393-0373,http://www.ijsei.wgz.ro,1,Pedagogikk og utdanning
International Journal of Social Media and Interactive Learning Environments,2050-3954,2050-3962,http://www.inderscience.com/jhome.php?jcode=ijsmile,1,Pedagogikk og utdanning
International Journal of Vehicle Systems Modelling and Testing,1745-6436,1745-6444,http://www.inderscience.com/jhome.php?jcode=ijvsmt,1,Tekn - Generell
International Series in Operations Research and Management Science,0884-8289,2214-7934,http://www.springer.com/series/6161,1,Ì÷konomisk-administrative fag
IntervenciÌ_n psicosocial,1132-0559,-,http://www.psychosocial-intervention.org/,1,Psykologi
Italian Economic Journal,2199-322X,2199-3238,http://www.springer.com/economics/journal/40797,1,SamfunnsÌükonomi
?TÌÏ dergisi/a,1303-7005,-,http://www.az.itu.edu.tr/,1,Arkitektur og design
Jacket2,-,2167-2326,http://jacket2.org/about-us,0,Litteraturvitenskap
Journal of Archaeological Science: Reports,2352-409X,-,http://www.journals.elsevier.com/journal-of-archaeological-science-reports/,1,Arkeologi og konservering
Journal of Bentham Studies,-,2045-757X,http://ojs.lib.ucl.ac.uk/index.php/jbs,1,Filosofi og idÌ©historie
Journal of Business Venturing Insights,2352-6734,-,http://www.journals.elsevier.com/journal-of-business-venturing-insights,1,Ì÷konomisk-administrative fag
Journal of Cancer,-,1837-9664,http://www.jcancer.org/,1,Med - Onkologi
Journal of Cell and Molecular Research,2008-9147,-,http://jcmr.um.ac.ir,1,Biologi
Journal of China and International Relations,-,2245-8921,http://www.journals.aau.dk/index.php/jcir,1,Statsvitenskap
Journal of computer science and systems biology,-,0974-7230,http://omicsonline.org/computer-science-systems-biology.php,0,Tekn - Bioteknologi
Journal of Contemporary Archaeology,2051-3429,2051-3437,http://equinoxpub.com/JCA,1,Arkeologi og konservering
Journal of Education and Practice,2222-1735,2222-288X,http://iiste.org/Journals/index.php/JEP/index,0,Pedagogikk og utdanning
Journal of European Psychology Students,-,2222-6931,http://jeps.efpsa.org/,0,Psykologi
Journal of Food Science Education,-,1541-4329,http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1541-4329,1,Pedagogikk og utdanning
Journal of Forensic Nursing,1939-3938,1556-3693,http://journals.lww.com/forensicnursing/,1,Sykepleie
Journal of Forest and Livelihood,1684-0186,-,http://www.forestaction.org/jpl_archives/view/151,1,Biologi
Journal of Function Spaces,2314-8896,2314-8888,http://www.hindawi.com/journals/jfs/,1,Geofag
Journal of games criticism,-,2374-202x,http://gamescriticism.org,0,Medier og kommunikasjon
Journal of Geriatric Physical Therapy,1539-8412,2152-0895,http://journals.lww.com/jgpt/pages/default.aspx,1,Med - Revmatologi
Journal of Globalization Studies,2075-8103,-,http://www.sociostudies.org/journal/jogs/,1,Tverrfaglig samfunnsforskning
Journal of Health Sciences,2232-7576,-,http://www.jhsci.ba/OJS/index.php/jhsci/index,1,Med - Generelle tidsskr
Journal of Huazhong University of Science and Technology. Medical Sciences,1672-0733,1993-1352,http://www.springer.com/medicine/journal/11596,1,Med - Generelle tidsskr
Journal of Hygienic Engineering and Design,-,1857-8489,http://www.jhed.mk/categories/naslovna/,1,Tverrfaglig naturvitenskap og medisin
Journal of Information Systems & Operations Management,1843-4711,-,http://jisom.rau.ro/forward.html,1,Tekn - Tverrfaglighet
Journal of Interactive Technology and Pedagogy,-,2166-6245,http://jitp.commons.gc.cuny.edu/,0,Pedagogikk og utdanning
Journal of Marine and Island Cultures,-,2212-6821,http://www.journals.elsevier.com/journal-of-marine-and-island-cultures,1,Tverrfaglig humanistisk forskning
Journal of Mathematical Sciences,2372-5214,2372-5222,http://www.bettyjonespub.com/,0,Matematikk
Journal of medical primatology,-,1600-0684,http://onlinelibrary.wiley.com/journal/10.1111/,1,VeterinÌ_rmedisin
Journal of Medicine (Dhaka),1997-9797,2075-5384,http://www.banglajol.info/index.php/JOM/index,1,Med - Generelle tidsskr
Journal of Open Archaeology Data,-,2049-1565,http://openarchaeologydata.metajnl.com/,0,Arkeologi og konservering
Journal of Open Psychology Data,-,2050-9863,http://openpsychologydata.metajnl.com/,0,Psykologi
Journal of Open Research Software,-,2049-9647,http://openresearchsoftware.metajnl.com/,1,Tekn - Datateknikk og datavitenskap
Journal of optimization,2356-752X,2314-6486,http://www.hindawi.com/journals/jopti/,1,Matematikk
Journal of Practical Ethics,-,2051-655X,http://www.jpe.ox.ac.uk/,1,Filosofi og idÌ©historie
Journal of Rail Transport Planning & Management,2210-9706,-,http://www.sciencedirect.com/science/journal/22109706,1,Tverrfaglig samfunnsforskning
Journal of Sports Science,2332-7839,-,http://www.davidpublishing.com/journals_info.asp?jId=2079,0,Idrettsforskning
Journal of Structures,2356-766X,2314-6494,http://www.hindawi.com/journals/jstruc/,1,Tekn - Bygg og konstruksjonsteknikk
Journal of Technology Innovations in Renewable Energy,-,1929-6002,http://www.lifescienceglobal.com/journals/journal-of-technology-innovations-in-renewable-energy,0,Tekn - Energi
Journal of the British Archaeological Association,0068-1288,1747-6704,http://www.maneyonline.com/loi/JBA,1,Arkeologi og konservering
Journal of the Jesus Movement in Its Jewish Setting,2374-7862,2374-7870,http://www.jjmjs.org/,0,Teologi og religionsvitenskap
Journal of Waste Management,2356-7724,2314-6052,http://www.hindawi.com/journals/jwm/,1,Tekn - MiljÌüteknologi og industriell Ìükologi
Juridikum (Wien),1019-5394,2309-7477,http://juridikum.at,0,Rettsvitenskap
L'Epoque Conradienne,0294-6904,-,http://www.lcdpu.fr/revues/?thestartrow=1&vue=1&collection_id=516&order=date,1,Litteraturvitenskap
Les Nouveaux Cahiers d'Allemand,0758-170X,-,http://www.atilf.fr/spip.php?article233=,0,Tysk og nederlandsk
Magyar Filozofiai Szemle,0025-0090,1588-1024,http://minerva.elte.hu/mfsz/,1,Filosofi og idÌ©historie
Matematicheskie Voprosy Kriptografii,2220-2617,2222-3193,http://www.mathnet.ru/php/journal.phtml?jrnid=mvk&option_lang=eng,0,Matematikk
MCB Molecular and Cellular Biomechanics,1556-5297,1556-5300,http://www.techscience.com/mcb/,1,Tekn - Bioteknologi
McKinsey Quarterly,0047-5394,-,http://www.mckinsey.com/insights/mckinsey_quarterly,0,Ì÷konomisk-administrative fag
Mechanical Engineering Research,1927-0607,1927-0615,http://www.ccsenet.org/journal/index.php/mer/index,0,Tekn - Generell
Mental Health and Social Inclusion,-,2042-8308,http://www.emeraldinsight.com/loi/mhsi,1,Med - Samfunnsmedisin
Methods in pharmacology and toxicology,1557-2153,1940-6053,http://www.springer.com/series/7653?detailsPage=titles,1,"Farmasi, farmakologi og toksikologi"
MethodsX,-,2215-0161,http://www.journals.elsevier.com/methodsx,1,Med - Generelle tidsskr
MilitÌ_rhistorisk Tidskrift,0283-8400,-,http://www.fhs.se/sv/forskning/forskningsomraden/militarhistoria/militarhistorisk-tidskrift/om-militarhistorisk-tidskrift/,0,Historie
Miscellanea Anthropologica et Sociologica,-,2354-0389,http://maes-online.com/index.php,1,Tverrfaglig samfunnsforskning
Mobility in History,2296-0503,2050-9197,http://journals.berghahnbooks.com/mih/,0,Historie
Monash University Publishing,[forlag],[forlag],http://www.publishing.monash.edu/index.html,1,Blandet fag/disiplin
MonTI : monografÌ_as de traducciÌ_n e interpretaciÌ_n,1889-4178,1989-9335,http://dti.ua.es/es/monti-english/monti-contact.html,1,Lingvistikk
Multiphysics ...,2409-7527,2409-1669,http://multiphysics.org/conf1.php?p=7,0,Fysikk
Mundo Eslavo: Revista de Estudios Eslavos,1579-8372,2255-517X,http://www.mundoeslavo.com/index.php/meslav,1,Slavisk-baltisk
Natural Hazards and Earth System Sciences Discussions,-,2195-9269,http://www.nat-hazards-earth-syst-sci-discuss.net/,0,Geofag
Nau?nyj dialog,2225-756X,2227-1295,http://www.nauka-dialog.ru/page,1,Tverrfaglig humanistisk forskning
Nevropsykologi : Medlemsblad for Norsk Nevropsykologisk Forening,1500-8347,1894-8855,http://www.nevropsyk.org/medlemsblad.html,1,Psykologi
Nonlinear Studies,1359-8678,-,http://www.nonlinearstudies.com/index.php/nonlinearhttp://nsd.no/,1,Matematikk
Nordic Journal of Studies in Educational Policy,-,2002-0317,http://www.nordstep.net,0,Pedagogikk og utdanning
Northwest Journal of Linguistics,-,1718-8563,http://www.sfu.ca/nwjl/,1,Lingvistikk
NPD Bulletin,-,1894-7670,http://www.npd.no/en/Publications/,0,Geofag
Octares Editions,[forlag],[forlag],http://www.octares.com,1,Blandet fag/disiplin
Open Health Data,-,2054-7102,http://openhealthdata.metajnl.com/,0,Helse- og sosialfag
Open Journal of Respiratory Diseases,2163-940X,2163-9418,http://www.scirp.org/journal/AllArticle.aspx?JournalID=824,0,"Med - Hjerte, kar og luftveier"
Opticon1826,-,2049-8128,http://www.opticon1826.com/,1,Tverrfaglig humanistisk forskning
Pakistan Journal of Agricultural Sciences,0552-9034,2076-0906,http://www.pakjas.com.pk/Default.aspx?data1=tP62+euHkY0&data2=LAI2OqZe9Oc&data3=LAI2OqZe9Oc&data4=LAI2OqZe9Oc&data5=rzkCaSdxMPA&data6=LAI2OqZe9Oc&data7=LAI2OqZe9Oc,1,Biologi
Papers from the Institute of Archaeology,0965-9315,2041-9015,http://www.pia-journal.co.uk/,1,Arkeologi og konservering
Parazitologiya,0031-1847,-,http://www.zin.ru/journals/parazitologiya/,1,Med - Biomedisin
Partner Abuse,1946-6560,1946-6579,http://www.springerpub.com/partner-abuse.html,1,Psykologi
Pegasus,[forlag],[forlag],http://www.pegasusboek.nl/publishing-house,0,Blandet fag/disiplin
Pelagic Publishing,[forlag],[forlag],http://www.pelagicpublishing.com/,1,Blandet fag/disiplin
Penguin Classics,[forlag],[forlag],http://www.penguinclassics.co.uk/,0,Blandet fag/disiplin
Pertanika Journal of Tropical Agricultural Science,1511-3701,2231-8542,http://www.pertanika.upm.edu.my/JTAS.php,1,Biologi
Plasmonics,1557-1955,1557-1963,http://link.springer.com/journal/11468,1,Fysikk
Politica economica,1120-9496,1973-8218,https://www.mulino.it/riviste/issn/1120-9496,1,SamfunnsÌükonomi
Prace Komisji Historii Nauki Polskiej Akademii Umiej?tno?ci,1731-6715,-,http://pau.krakow.pl/index.php/Prace-Komisji-Historii-Nauki-PAU.html,1,Historie
Practice and Evidence of the Scholarship of Teaching and Learning in Higher Education,-,1750-8428,http://community.dur.ac.uk/pestlhe.learning/index.php/pestlhe/index,0,Pedagogikk og utdanning
Pragmatism Today,-,1338-2799,http://www.pragmatismtoday.eu/,0,Filosofi og idÌ©historie
Present Pasts,-,1759-2941,http://www.presentpasts.info/,1,Arkeologi og konservering
Pretoria University Law Press (PULP),[forlag],[forlag],http://www.pulp.up.ac.za/,1,Blandet fag/disiplin
Preventive Medicine Reports,-,2211-3355,http://www.journals.elsevier.com/preventive-medicine-reports/,1,Helse- og sosialfag
Pro Ecclesia,1063-8512,-,http://www.e-ccet.org/pe.htm,0,Teologi og religionsvitenskap
Procedia Manufactoring,-,2351-9789,http://www.journals.elsevier.com/procedia-manufacturing/,0,Tekn - Tverrfaglighet
Proceeding International Conference on Operations and Supply Chain Management (OSCM),2407-2273,-,http://www.oscm-forum.org,0,Tekn - Materialteknologi
Proceedings of 2010 International Conference on Technology Innovation and Industrial Management,1906-7631,-,http://www.tiimconference.org,0,Tekn - Industriell Ìükonomi
Proceedings of the Institution of Civil Engineers: Engineering and Computational Mechanics,1755-0777,1755-0785,http://www.icevirtuallibrary.com/content/serial/eacm,1,Tekn - Datateknikk og datavitenskap
Progress in Medicinal Chemistry,0079-6468,-,http://www.elsevier.com/books/book-series/progress-in-medicinal-chemistry,1,Kjemi
Psychology,2152-7180,2152-7199,http://www.SciRP.org/journal/psych,0,Psykologi
Psyecology,2171-1976,1989-9386,http://www.tandfonline.com/loi/rprb20,1,Psykologi
QuartÌ_r,0375-7471,-,http://www.quartaer.eu/english/english.html,1,Arkeologi og konservering
Records of the Western Australian Museum,0312-3162,-,http://museum.wa.gov.au/research/records-supplements,0,Tverrfaglig naturvitenskap og medisin
Redox Biology,-,2213-2317,http://www.journals.elsevier.com/redox-biology,1,Biologi
Regional Research of Russia,2079-9705,2079-9713,http://www.springer.com/economics/regional+science/journal/13393,1,Geografi
Remote Sensing in Ecology and Conservation,-,2056-3485,http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)2056-3485,0,Biologi
Resources,-,2079-9276,http://www.mdpi.com/journal/resources,1,Geografi
Review of Arts and Humanities,2334-2927,2334-2935,http://rah-net.com/,0,Tverrfaglig humanistisk forskning
Review of Economics & Finance,1923-7529,1923-8401,http://www.bapress.ca/ref.php,0,Ì÷konomisk-administrative fag
Revista Brasileira de EstatÌ_stica,0034-7175,-,http://www.rbes.ibge.gov.br/,1,Matematikk
Revista de Gastroenterologia de Mexico,0375-0906,-,http://www.revistagastroenterologiamexico.org/,1,Med - Gastro og hepatol
Revista de Psicologia del Deporte,1132-239X,1988-5636,http://www.redalyc.org/revista.oa?id=2351,1,Psykologi
Revista Obets,-,1989-1385,http://web.ua.es/en/revista-obets/obets-revista-de-ciencias-sociales.html,1,Sosiologi
"Revue du GÌ©vaudan, des Causses et des CÌ©vennes",0484-8691,-,http://www.societedeslettres48.org/index.php?option=com_content&view=article&id=98&Itemid=13,0,Historie
Rhizomes: Cultural Studies in Emerging Knowledge,-,1555-9998,http://www.rhizomes.net,1,Tverrfaglig humanistisk forskning
RMZ - Materiali in geookolje,-,0035-9645,http://www.rmz-mg.com/informacije.htm,1,Tekn - Anvendt geologi og petroleumsfag
"Rural Landscapes: Society, Environment, History",-,2002-0104,http://www.rurallandscapesjournal.com,0,Tekn - MiljÌüteknologi og industriell Ìükologi
SAE International Journal of Aerospace,1946-3855,1946-3901,http://saeaero.saejournals.org/,1,Tekn - Generell
